,expediente,producto,titular,registrosanitario,fechaexpedicion,fechavencimiento,estadoregistro,expedientecum,consecutivocum,cantidadcum,descripcioncomercial,estadocum,fechaactivo,fechainactivo,muestramedica,unidad,atc,descripcionatc,viaadministracion,concentracion,principioactivo,unidadmedida,cantidad,unidadreferencia,formafarmaceutica,nombrerol,tiporol,modalidad
295,20102900,ISEDRON ® 10 MG TABLETA,JOINPHARM S.A.,INVIMA 2016M-0017205,07/29/2016,08/16/2021,Vigente,20102900,5,10.0,MUESTRA MEDICA: CAJA PLEGADIZA CON UN BLISTER EN PVC/ PVDC TRANSPARENTE/ ALUMINIO POR 10 TABLETAS,Activo,07/25/2016,,Si,U,A03FA03,DOMPERIDONA,ORAL,A,DOMPERIDONA BASE,mg,10.0,TABLETA,TABLETA,CLARIPACK S.A.,FABRICANTE,FABRICAR Y VENDER
296,20066121,PREGABALINA 75 MG,SANDOZ GMBH,INVIMA 2014M-0015414,11/13/2014,12/09/2019,Vigente,20066121,9,14.0,MUESTRA MEDICA EN CAJA POR 14 CAPSULAS EN BLISTER PVC/PVDC-ALUMINIO,Activo,03/17/2014,,Si,U,N03AX16,PREGABALINA,ORAL,A,PREGABALINA,mg,75.0,CAPSULA DURA,CAPSULA DURA,NOVARTIS DE COLOMBIA S.A.,IMPORTADOR,IMPORTAR Y VENDER
297,19983165,SEVEDOL® EXTRAFUERTE TABLETA RECUBIERTA,LAFRANCOL INTERNACIONAL S.A.S.,INVIMA 2018M-0008219-R1,06/19/2008,05/10/2023,Vigente,19983165,23,20.0,CAJA POR 20 TABLETAS EN BLISTER PVDC BLANCO/ALUMINIO.,Activo,04/14/2014,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,CAFEINA,mg,65.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
298,27858,OQ-BALANS,OFTALMOQUIMICA S.A.,INVIMA 2009 M-009590 R2,05/12/1999,09/04/2019,Vigente,27858,5,250.0,BOLSA PLÁSTICA X 250 ML. POLIETILENO DE DENSIDAD MEDIA CLASE VI. CAJA CARTÓN CON PANALES DE CARTÓN X 10 UNIDADES.,Inactivo,11/10/2006,06/08/2009,No,ml,B05CB10,COMBINACIONES,INTRAOCULAR,C,CITRATO DE SODIO DIHIDRATADO,g,0.17,100 ML,SOLUCION ESTERIL PARA IRRIGACION,CORPORACIÓN DE FOMENTO ASISTENCIAL DEL HOSPITAL UNIVERSITARIO SAN VICENTE DE PAUL - CORPAUL.,FABRICANTE,FABRICAR Y VENDER
299,19951978,LISIPRIL 5,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2016M-0004534-R1,06/24/2005,04/05/2021,Vigente,19951978,1,2.0,MUESTRA MÉDICA: CAJA POR 2 TABLETAS EN BLISTER PVDC AMBAR / ALUMINIO.,Activo,11/10/2006,,Si,U,C09AA03,LISINOPRIL,ORAL,A,LISINOPRIL DIHIDRATO EQUIVALENTE A LISINOPRIL BASE,mg,5.0,TABLETA,TABLETA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
300,20064815,CANDIFINE,ANZG LTDA,INVIMA 2014M-0015092,06/17/2014,08/21/2019,Vigente,20064815,1,7.0,CAJA POR 7 TABLETAS EN BLISTER EN PVC- TRANSPARENTE / ALUMINIO.,Activo,01/20/2014,,No,U,N02BE71,PARACETAMOL. COMBINACIONES CON PSICOLECTICOS,ORAL,A,NAPROXENO,mg,220.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,BLISTECO S.A.,FABRICANTE,FABRICAR Y VENDER
301,19904761,PARABIL TABLETAS RECUBIERTAS.,JORGE FRANCISCO ARBOLEDA JARAMILLO PROPIETARIO DEL ESTABLECIMIENTO DE COMERCIO DIVERSA REPRESENTACIONES,INVIMA 2015 M-14086-R2,01/04/2000,11/25/2020,Vigente,19904761,4,6.0,CAJA PLEGADIZA POR 6 TABLETAS RECUBIERTAS EN 1 BLÍSTER PVC/ ALUMINIO POR 6 TABLETAS RECUBIERTAS.,Activo,10/31/2015,,No,U,A06AB57,CASCARA COMBINACIONES,ORAL,A,DANTRON 100% 1-8 DIHIDROXIANTRAQUINONA,mg,50.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,FABRIFARMA S.A.,FABRICANTE,FABRICAR Y VENDER
302,20015204,GESTAVIT DHA,PROCAPS S.A.,INVIMA 2015M-0010993-R1,06/21/2010,09/11/2020,Vigente,20015204,5,1.0,CAJA X 60 CAPSULAS BLANDAS CON CUBIERTA ENTERICA EN 6 BLISTER AL/PVDC X 10 CAPSULAS C/U,Activo,03/24/2010,,No,U,A11AA01,MULTIVITAMINAS MAS HIERRO,ORAL,A,OXIDO DE ZINC  (80.35% ZINC) EQUIVALENTE A 15 MG DE ZINC.,mg,18.671,,CÁPSULA BLANDA DE GELATINA CON CUBIERTA ENTÉRICA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER
303,20096167,NEBIVOLOL 5 MG,LABORATORIOS MK S.A.S. CARRERA 6 NO. 23 - 30 CALI - VALLE,INVIMA 2016M-0017055,05/12/2016,06/10/2021,Vigente,20096167,16,5.0,MUESTRA MÉDICA: CAJA POR 5 TABLETAS EN BLISTER PVC/PVDC/ALUMINIO  X 5 TABLETAS,Activo,10/27/2015,,Si,U,C07AB12,NEBIVOLOL,ORAL,A,NEBIVOLOL CLORHIDRATO EQUIVALENTE A NEBIVOLOL BASE,mg,5.0,TABLETA RANURADA,TABLETA,TECNOQUIMICAS S.A.,FABRICANTE,FABRICAR Y VENDER
304,20098771,TRIMEBUTINA 200 MG + SIMETICONA 120 MG,COLMED LTDA,INVIMA 2016M-0016780,02/02/2016,02/19/2021,Vigente,20098771,11,3.0,MUESTRA MEDICA: CAJA POR 3 TABLETAS RECUBIERTAS EN BLISTER PVC-PVDC/ALUMINIO,Activo,11/06/2015,,Si,U,A03AA05,TRIMEBUTINA,ORAL,A,TRIMEBUTINA MALEATO,mg,200.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER
305,20015204,GESTAVIT DHA,PROCAPS S.A.,INVIMA 2015M-0010993-R1,06/21/2010,09/11/2020,Vigente,20015204,12,1.0,M.MEDICA:CAJA X 5 CÁPSULAS BLANDAS CON CUBIERTA ENTERICA EN 5 BLISTER AL/PVDC X 10 CAPSULAS C/U.,Inactivo,08/29/2012,07/02/2015,Si,U,A11AA01,MULTIVITAMINAS MAS HIERRO,ORAL,A,DL-ALFA TOCOFERIL ACETATO / VITAMINA E SINTETICA. EQUIVALENTE A 10 UI DE VITAMINA E,mg,10.0,,CÁPSULA BLANDA DE GELATINA CON CUBIERTA ENTÉRICA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER
306,20091489,BENVIDA® 200 MG TABLETA RECUBIERTA,LABORATORIOS BIOPAS S.A,INVIMA 2016M-0016885,02/29/2016,03/28/2021,Vigente,20091489,2,28.0,CAJA X 28 TABLETAS RECUBIERTAS EN BLISTER DE PVC/PVDC/ALUMINIO,Activo,07/23/2015,,No,U,N03AX18,LACOSAMIDA,ORAL,A,LACOSAMIDA,mg,200.0,POR TABLETA,TABLETA RECUBIERTA,LABORATORIOS BIOPAS S.A,IMPORTADOR,IMPORTAR Y VENDER
307,20138566,ESCITAVITAE® 20MG TABLETAS RECUBIERTAS,GALENICUM HEALTH COLOMBIA S.A.S.,INVIMA 2019M-0018940,04/10/2019,05/03/2024,Vigente,20138566,8,56.0,MUESTRA MÉDICA: 1E1005031003107 ESCITALOPRAM 20.0000 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (ESCITAVITAE) TABLETA 1.0000U / CAJA X 56. CAJA POR 56 TABLETAS RECUBIERTAS COLOR BLANCO EN BLÍSTER DE PVC/PVDC/PVC TRANSPARENTE Y ALUMINIO.,Activo,10/23/2018,,Si,U,N06AB10,ESCITALOPRAM,ORAL,A,ESCITALOPRAM OXALATO 25.55 MG EQUIVALENTE A ESCITALOPRAM,mg,20.0,TABLETA RECUBIERTA COLOR BLANCO,TABLETA RECUBIERTA,ATLANTIC PHARMA- PRODUÇŐES FARMACĘUTICAS S.A,FABRICANTE,IMPORTAR Y VENDER
308,19952266,PROCAPS MUVETT,PROCAPS S.A.,INVIMA 2016M-0004780-R1,09/20/2005,04/12/2021,Vigente,19952266,5,1.0,CAJA POR UN FRASCO PET ÁMBAR X 74.1G DE POLVO PARA RECONSTITUIR A 120 ML CON TAPA BLANCA DE PP CON LINNER AZUL DE EVA Y COPA DOSIFICADORA DE POLIESTIRENO CRISTAL,Activo,08/17/2010,,No,U,A03AA05,TRIMEBUTINA,ORAL,E,TRIMEBUTINA BASE (EQUIVALENTES A TRIMEBUTINA 200MG/15ML),g,1.3330000000000002,61.76 GRAMOS DE POLVO PARA RECONSTITUIR A 100 ML,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,NOVOCAP S.A.,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
309,20005970,JALRA ® M 50 MG / 1000 MG TABLETAS / COMPRIMIDOS RECUBIERTAS,MERCK S.A.,INVIMA 2009M-0010297,12/17/2009,02/01/2020,Vigente,20005970,6,7.0,MUESTRA MÉDICA: CAJA PLEGADIZA POR 7 COMPRIMIDOS / TABLETAS RECUBIERTAS POR PELÍCULA EN BLISTER PA/ALU/PVC.,Activo,07/02/2009,,Si,U,A10BD08,METFORMINA / VILDAGLIPTINA,ORAL,A,VILDAGLIPTINA,mg,50.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,NOVARTIS PHARMA PRODUKTIONS GMBH ÖFLINGER STRASSE WEHR ALEMANIA,FABRICANTE,IMPORTAR Y VENDER
310,20133625,VORIOLE ® INYECCIÓN 200 MG/VIAL,MSN LABORATORIES PRIVATE LIMITED,INVIMA 2018M-0018448,10/16/2018,11/02/2023,Vigente,20133625,1,1.0,1V1006921001101 CAJA POR UN VIAL DE VIDRIO TIPO I TRANSPARENTE. INCOLORO. TAPÓN GRIS DE BROMOBUTILO,Activo,09/25/2018,,No,U,J02AC03,VORICONAZOL,INTRAVENOSA,A,VORICONAZOLE,mg,200.0,VIAL,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,MSN LABORATORIES PRIVATE LIMITED,FABRICANTE,IMPORTAR Y VENDER
311,20122097,ACETILCISTEINA 200 MG,LABORATORIOS ECAR S.A,INVIMA 2018M-0018515,11/07/2018,12/07/2023,Vigente,20122097,4,100.0,CAJA X 100 SOBRES X 1.8 G EN LAMINADO PAPEL/ALUMINIO/POLIETILENO EN CAJA DE CARTON BLANCO ESMALTADO.,Activo,11/01/2018,,No,U,R05CB01,ACETILCISTEINA,ORAL,D,ACETILCISTEINA,g,0.2,SOBRE X 1.8 G,GRANULOS,LABORATORIOS ECAR S.A,FABRICANTE,FABRICAR Y VENDER
312,20075735,DOLIVIUM® FORTE,COOPERATIVA NACIONAL DE DROGUISTAS DETALLISTAS - COOPIDROGAS,INVIMA 2015M-0016343,10/05/2015,10/30/2020,Vigente,20075735,1,6.0,CAJA POR 6 CAPSULAS BLANDAS EN BLISTER DE PVC/PVDC/ALUMINIO POR 6 CAPSULAS BLANDAS CADA UNO.,Activo,01/15/2015,,No,U,M01AE51,IBUPROFEN COMBINACIONES,ORAL,A,IBUPROFENO,mg,400.0,CAPSULA,CAPSULA BLANDA,HC CLOVER. PRODUCTOS Y SERVICIOS SL,FABRICANTE,IMPORTAR. ENVASAR Y VENDER
313,19947546,CLORFENIRAMINA 4 MG TABLETAS,LABORATORIOS BUSSIÉ S.A.,INVIMA 2015M-0003976-R1,12/02/2004,06/03/2020,Vigente,19947546,2,60.0,CAJA POR 60 TABLETAS EN BLISTER PVC TRANSPARENTE/ ALUMINIO.,Activo,11/10/2006,,No,U,R06AB04,CLORFENAMINA,ORAL,A,CLORFENIRAMINA MALEATO,mg,4.0,TABLETA,TABLETA,LABORATORIOS BUSSIÉ S.A.,FABRICANTE,FABRICAR Y VENDER
314,20044386,NORDITROPIN® 15 MG/1.5 ML NORDILET®,NOVO NORDISK PHARMA OPERATIONS AS,INVIMA 2015M-0016303,09/17/2015,10/15/2020,Vigente,20044386,1,1.0,CAJA POR 1 PLUMA DESECHABLE PRE-LLENADA QUE INCLUYE UN CARTUCHO DE 1.5 ML (VIDRIO INCOLORO TIPO I ) SELLADO EN INYECTOR PLÁSTICO DE PLUMA. CARTUCHO CERRADO EN LA PARTE INFERIOR POR UN TAPÓN DE GOMA EN FORMA DE ÉMBOLO Y EN LA PARTE SUPERIOR POR UN TAPÓN DE,Activo,05/15/2015,,No,U,H01AC01,SOMATROPINA,SUBCUTANEA,C,SOMATROPINA,mg,10.0,ML,SOLUCION INYECTABLE,NOVO NORDISK A/S,FABRICANTE,IMPORTAR Y VENDER
315,20009533,FLEXIMAX 8 MG,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2010M-0010389,02/03/2010,02/18/2020,Vigente,20009533,5,15.0,CAJA DE CARTON POR 15 TABLETAS EN BLISTER DE PVDC INCOLORO/ALUMINIO.,Activo,10/09/2009,,No,U,M03BX05,TIOCOLCHICOSIDA,ORAL,A,TIOCOLCHICOSIDO,mg,8.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
316,20098211,AMZOL FEM,COOPERATIVA NACIONAL DE DROGUISTAS DETALLISTAS - COOPIDROGAS,INVIMA 2015M-0016690,12/14/2015,01/05/2021,Vigente,20098211,12,20.0,CAJA POR 20 ÓVULOS EN BLISTER PVC-PVDC TRANSPARENTE/ALU X 4 ÓVULOS,Activo,12/02/2015,,No,U,G01AF20,COMBINACIONES DE IMIDAZOL DERIVADOS,VAGINAL,A,CLOTRIMAZOL,mg,100.0,CÁPSULA BLANDA VAGINAL,OVULO,HIGH NUTRITION COMPANY S.A.S.,IMPORTADOR,IMPORTAR. ENVASAR Y VENDER
317,20086301,ALIZAPRIDA 50 MG/ 2 ML,ACTIFARMA S.A.,INVIMA 2015M-0016325,09/25/2015,10/20/2020,Vigente,20086301,1,5.0,CAJA POR 5 AMPOLLAS ÁMBAR DE VIDRIO TIPO I POR 2 ML DE PRODUCTO.,Activo,05/13/2015,,No,U,A03FA05,ALIZAPRIDA,INTRAVENOSA,A,ALIZAPRIDA CLORHIDRATO EQUIVALENTE A ALIZAPRIDA BASE,mg,50.0,AMPOLLA DE 2 ML,SOLUCION INYECTABLE,ARBOFARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER
318,20099545,ALCADOL®GRIPA,HIGH NUTRITION COMPANY S.A.S.,INVIMA 2015M-0016704,12/15/2015,01/05/2021,Vigente,20099545,3,10.0,CAJA POR 10 CAPSULAS BLANDAS EN BLISTER PVC-PVDC TRANSPARENTE/ ALUMINIO POR 10 CAPSULAS,Activo,12/12/2015,,No,U,M01AE51,IBUPROFEN COMBINACIONES,ORAL,A,CETIRIZINA DICLORHIDRATO,mg,5.0,CÁPSULA BLANDA,CAPSULA BLANDA,HC CLOVER. PRODUCTOS Y SERVICIOS,FABRICANTE,IMPORTAR. ENVASAR Y VENDER
319,20111011,CYRAMZA®,ELI LILLY & COMPANY,INVIMA 2018M-0018666,12/21/2018,01/10/2024,Vigente,20111011,4,1.0,M. MÉDICA: CAJA CON UN (1) VIAL DE VIDRIO TIPO I . CON TAPÓN ELASTOMÉRICO DE CLOROBUTILO POR 50 ML,Activo,07/25/2018,,Si,U,L01XC21,RAMUCIRUMAB,INTRAVENOSA,C,RAMUCIRUMAB,mg,10.0,ML DE SOLUCIÓN,SOLUCIÓN CONCENTRADA PARA INFUSIÓN,IMCLONE SYSTEMS LLC (FABRICANTE DE SUSTANCIA ACTIVA),FABRICANTE,IMPORTAR Y VENDER
320,20151816,ANTISS® M 5MG/2.5MG,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2019M-0018869,03/18/2019,04/04/2024,Vigente,20151816,7,10.0,2L1002761001106 MUESTRA MEDICA: CAJA POR 10 TABLETAS RECUBIERTAS EN BLISTER LAMINADO ALU/ALU POR 5 TABLETAS RECUBIERTAS.,Activo,03/09/2019,,Si,U,R03DC53,MONTELUKAST. COMBINACIONES,ORAL,A,MONTELUKAST MONOSODICO EQUIVALENTE A MONTELUKAST BASE,mg,5.0,TABLETA MASTICABLES,TABLETA MASTICABLE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
321,20002706,DIMETAPP ® GRIPA CÁPSULAS.,A.H. ROBINS S.A.S.,INVIMA 2010M-0010510,03/03/2010,04/06/2020,Vigente,20002706,14,12.0,CAJA X 12 CÁPSULAS CON 3 BLÍSTER DE ALUMINIO/PVC TRANSPARENTE POR 4 CÁPSULAS BLANCA-PÚRPURA CADA UNO,Activo,04/16/2019,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,CAFEINA ANHIDRA,mg,30.0,CÁPSULA DURA,CAPSULA DURA,COLOMPACK S.A.,FABRICANTE,FABRICAR Y VENDER
322,20151816,ANTISS® M 5MG/2.5MG,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2019M-0018869,03/18/2019,04/04/2024,Vigente,20151816,2,20.0,2L1002761001101 CAJA POR 20 TABLETAS RECUBIERTAS EN BLISTER LAMINADO ALU/ALU POR 5 TABLETAS RECUBIERTAS.,Activo,03/09/2019,,No,U,R03DC53,MONTELUKAST. COMBINACIONES,ORAL,A,LEVOCETIRIZINA DICLORHIDRATO,mg,2.5,TABLETA MASTICABLE,TABLETA MASTICABLE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
323,20002706,DIMETAPP ® GRIPA CÁPSULAS.,A.H. ROBINS S.A.S.,INVIMA 2010M-0010510,03/03/2010,04/06/2020,Vigente,20002706,21,100.0,CAJA X 100 CÁPSULAS CON 25 BLÍSTER DE ALUMINIO/PVC TRANSPARENTE POR 4 CÁPSULAS BLANCA-PÚRPURA CADA UNO,Activo,04/16/2019,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,FENILEFRINA CLORHIDRATO,mg,10.0,CÁPSULA DURA,CAPSULA DURA,CLARIPACK S.A.,FABRICANTE,FABRICAR Y VENDER
324,20079916,ACTIONFLU®250/50 MCG,EXELTIS S. A.S.,INVIMA 2015M-0016013,07/06/2015,07/28/2020,Vigente,20079916,5,15.0,MUESTRA MÉDICA: CAJA CON UN DISPOSITIVO DE INHALACIÓN+1 BOLSA DE ALUMINIO (CON AGENTE DESECANTE) LA CUAL CONTIENE 1 FRASCO DE HDPE Y TAPA DE SEGURIDAD CON AGENTE DESECANTE QUE CONTIENE 15 CÁPSULAS CON POLVO PARA INHALACIÓN,Activo,11/22/2018,,Si,U,R03AK06,SALMETEROL Y OTROS FARMACOS PARA ENFERMEDAD OBSTRUCTIVA DE LA VIA AEREA,INHALACION,A,FLUTICASONA PROPIONATO,mcg,250.0,CÁPSULA DURA CON POLVO PARA INHALACIÓN,POLVO PARA INHALACION,EXELTIS S. A.S.,IMPORTADOR,IMPORTAR Y VENDER
325,19932363,CALCITRIOL 0.5 MCG,LABORATORIOS SYNTHESIS S.A.S.,INVIMA 2019M-0001973-R2,10/18/2002,04/10/2024,Vigente,19932363,8,40.0,CAJA POR 40 CAPSULAS BLANDAS EN BLISTER ALUMINIO / PVDC POR 10 CAPSULAS,Activo,10/19/2012,,No,U,A11CC04,CALCITRIOL,ORAL,A,CALCITRIOL,mcg,0.54,CAPSULA BLANDA,CAPSULA BLANDA,PROCAPS S.A.,FABRICANTE,IMPORTAR Y VENDER
326,20022622,NUTRIFLEX LIPID SPECIAL,B. BRAUN MELSUNGEN A.G.,INVIMA 2016M-0012163-R1,05/12/2011,02/08/2022,Vigente,20022622,2,1.0,CAJA X 5 BOLSAS (CADA BOLSA PLÁSTICA FLEXIBLE CON TRES COMPARTIMENTOS X 1250 ML) + INDERTO,Inactivo,12/21/2010,11/23/2016,No,U,B05BA10,COMBINACIONES,INTRAVENOSA,C,ÁCIDO GLUTÁMICO,mg,4.908,1ML DE EMULSIÓN INYECTABLE,EMULSION INYECTABLE,B. BRAUN MELSUNGEN A.G.,FABRICANTE,IMPORTAR Y VENDER
327,20001247,EPIDUO®,GALDERMA S.A.,INVIMA 2019M-0009335-R1,03/05/2009,04/25/2024,Vigente,20001247,1,90.0,TUBO LAMINADO O DE POLIETILENO DE ALTA DENSIDAD(HDPE) POR 90 G,Activo,01/19/2009,,No,g,D10AD53,ADAPALENO. COMBINACIONES,TOPICA (EXTERNA),D,PEROXIDO DE BENZOILO HIDRATADO,g,2.5,CADA 100 G CONTIENEN,GEL TOPICO,LABORATOIRES GALDERMA,FABRICANTE,IMPORTAR Y VENDER
328,20114683,BETAMETASONA + CLOTRIMAZOL 1%+ NEOMICINA 0.5%,APLICACIONES FARMACEUTICAS AFAVEL S.A.S.,INVIMA 2018M-0018049,03/02/2018,04/26/2023,Vigente,20114683,2,40.0,BETAMETASONA 0.0400 G/CLOTRIMAZOL 1.0000 G/NEOMICINA 0.5000 G CREMA TOPICA (NEOZOL B) TUBO 40.0000G,Activo,11/24/2017,,No,g,D07CC01,BETAMETASONA Y ANTIBIOTICOS,TOPICA (EXTERNA),D,NEOMICINA,g,0.5,CREMA,CREMA TOPICA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER
329,20106375,OLODINA PF®,ESPECIALIDADES OFTALMOLOGICAS S.A.,INVIMA 2017M-0017652,03/31/2017,04/20/2022,Vigente,20106375,2,1.5,MUESTRA MEDICA: FRASCO EN POLIETILENO DE BAJA DENSIDAD POR 1.5 ML BLANCO. CON BOQUILLA PROVISTA DE UNA VALVULA DE SILICONA DE COLOR AZUL Y TAPA POLIETILENO DE ALTA DENSIDAD DE COLOR BLANCO. EN CAJA PLEGADIZA POR UNIDAD. LA CUAL A SU VEZ SE ENCUENTRA CONTEN,Activo,10/10/2016,,Si,ml,S01GX09,OLOPATADINA,OFTÁLMICA,C,OLOPATADINA CLORHIDRATO 2.2 MG EQUIVALENTE A OLOPATADINA BASE,mg,2.0,CADA ML,SOLUCION OFTALMICA,LABORATORIO OTICOFF,FABRICANTE,FABRICAR Y VENDER
330,19914092,SEVEDOL ®,LAFRANCOL INTERNACIONAL S.A.S.,INVIMA 2017M-015027-R2,01/01/1999,06/22/2022,Vigente,19914092,8,36.0,CAJA CON ENVASE PEAD (POLIETILENO DE ALTA DENSIDAD) DE COLOR BLANCO Y TAPA DE POLIPROPILENO (PP) DE COLOR AZUL POR 36 TABLETAS,Activo,11/10/2006,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,CAFEINA,mg,65.0,TABLETA,TABLETA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,IMPORTADOR,IMPORTAR. SEMIELABORAR Y VENDER
331,19931216,AMPICILINA Y SULBACTAM 1.5 G.,FARMALOGICA S.A.,INVIMA 2018M-0001779-R2,08/27/2002,04/16/2023,Vigente,19931216,5,10.0,CAJA PLEGADIZA POR 10 FRASCOS VIAL DE VIDRIO TIPO I.,Activo,04/04/2018,,No,U,J01CR01,AMPICILINA E INHIBIDOR ENZIMATICO,INTRAMUSCULAR,A,AMPICILINA SODICA EQUIVALENTE A AMPICILINA BASE,g,1.0,FRASCO VIAL,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,FARMALOGICA S.A.,FABRICANTE,FABRICAR Y VENDER
332,19954949,OLMETEC HCT 20/12.5 MG TABLETAS RECUBIERTAS,PFIZER S.A.S.,INVIMA 2016M-0004689-R1,08/12/2005,03/08/2021,Vigente,19954949,3,7.0,MUESTRA MEDICA: CAJA POR 7 TABLETAS EN BLISTER ALUMINIO/ALUMINIO (LAMINADO POLIAMIDA/ ALUMINIO/PVC/ALUMINIO),Activo,11/10/2006,,Si,U,C09DA08,OLMERSARTAN MEDOXOMIL Y DIURETICOS,ORAL,A,OLMESARTAN MEDOXOMIL,mg,20.0,TABLETA RECUBIERTA,TABLETA RECUBIERTA,PFIZER S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
333,20001340,MELATONINA 3 MG,LABORATORIOS FUNAT S.A.S.,INVIMA 2009M-0009529,04/30/2009,05/21/2019,Vigente,20001340,6,100.0,FRASCO PET X 100 TABLETAS,Activo,04/21/2009,,No,U,N05CM17,MELATONINA,ORAL,A,MELATONINA,mg,3.0,TABLETA,TABLETA,HIGH NUTRITION COMPANY S.A.S.,IMPORTADOR,IMPORTAR. ENVASAR Y VENDER
334,20036548,PREGABALINA 300 MG,LABORATORIOS MK S.A.S.,INVIMA 2018M-0013014-R1,03/22/2012,05/21/2023,Vigente,20036548,12,100.0,CAJA PLEGADIZA POR 100 CÁPSULAS EN BLISTER PVC/PVDC/ALUMINIO POR 10 CÁPSULAS.,Activo,10/24/2011,,No,U,N03AX16,PREGABALINA,ORAL,A,PREGABALINA,mg,300.0,CAPSULA,CAPSULA DURA,TECNOQUIMICAS S.A. PLANTA JAMUNDI,FABRICANTE,FABRICAR Y VENDER
335,20028694,SYMBICORT RAPIHALER® 160/4.5 MCG/INHALACION,ASTRAZENECA COLOMBIA S.A.S.,INVIMA 2017M-0012143-R1,05/12/2011,03/13/2022,Vigente,20028694,3,1.0,MUESTRA MEDICA CAJA CON UN ENVASE DE ALUMINIO X 60 DOSIS. CON VÁLVULA DOSIFICADORA DE TEREFTALATO DE POLIBUTILENO. ADAPTADOR DE POLIPROPILENO,Activo,08/23/2016,,Si,U,R03AK07,FORMOTEROL Y OTROS FARMACOS PARA ENFERMEDAD OBSTRUCTIVA DE LA VIA AEREA,BUCAL,F,BUDESONIDA MICRONIZADA,mcg,160.0,DOSIS,SUSPENSION PARA INHALACION,ASTRAZENECA COLOMBIA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
336,20097785,DISPAX ® CAPSULAS DURAS CON CONTENIDO LIQUIDO,NOVAMED S.A.,INVIMA 2017M-0017827,09/05/2017,09/20/2022,Vigente,20097785,17,32.0,USO INSTITUCIONAL: CAJA POR 32 CÁPSULAS DURAS CON CONTENIDO LÍQUIDO EN BLÍSTER (OPA/AL/PVC COLD FORMING BLÍSTER ALUMINIUM FOIL) / FOIL DE ALUMINIO. 8 BLÍSTER POR 4 CÁPSULAS DURAS CON CONTENIDO LÍQUIDO CADA UNO,Activo,10/07/2017,,No,U,A03AX04,PINAVERIUM,ORAL,A,SIMETICONA 315 MG EQUIVALENTES A DIMETICONA,mg,300.0,CÁPSULA DURA CON CONTENIDO LÍQUIDO,CAPSULA DURA,C.I. FARMACAPSULAS S.A.,FABRICANTE,FABRICAR Y VENDER
337,20001048,QUETIAZIC® 25 MG COMPRIMIDOS RECUBIERTOS,MONTE VERDE S.A.,INVIMA 2009M-0009536,05/04/2009,05/15/2019,Vigente,20001048,3,60.0,CAJA POR 60 COMPRIMIDOS RECUBIERTOS EN BLISTER DE PVC/PVDC/ALUMINIO POR 10 COMPRIMIDOS CADA UNO.,Activo,12/15/2008,,No,U,N05AH04,QUETIAPINA,ORAL,A,QUETIAPINA FUMARATO (EQUIVALENTE A QUETIAPINA BASE) 28.78 MG,mg,25.0,COMPRIMIDO RECUBIERTO.,TABLETA RECUBIERTA,MONTE VERDE S.A.,FABRICANTE,IMPORTAR Y VENDER
